Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
SubTasker,Victoria,startup,,https://subtasker.io,early stage,,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Use deep nesting and power of tree structures to plan, view and execute your tasks",https://www.linkedin.com/company/subtasker/,https://ecosystem.innovationvictoria.com/companies/subtasker,0,,
SubTrux,Victoria,startup,subscription,http://subtrux.com,early stage,2-10,transportation,Melbourne,"80 Market St, South Melbourne, Victoria 3205, AU",SubTrux is Delivery Software Platform that gives businesses the ability to manage their own vehicles and carrier partners,https://www.linkedin.com/company/subtrux/,https://ecosystem.innovationvictoria.com/companies/subtrux,0,,
Suggesterfy,Victoria,startup,mobile app;subscription;saas,https://www.suggesterfy.com,early stage,1,travel;media,Melbourne,"Hume Street, Huntingdale, Melbourne, City of Monash, Victoria, 3166, Australia",Suggesterfy is a Social Discovery App for Sharing Positive Suggestions and Recommendations,https://www.linkedin.com/company/suggesterfy/,https://ecosystem.innovationvictoria.com/companies/suggesterfy,0,,
SumaNurica,Victoria,startup,selling own inventory;manufacturing,http://sumanurica.com.au,early stage,2-10,health;wellness beauty,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Biotech skincare leveraging protein and peptide research.,https://www.linkedin.com/company/sumanurica/,https://ecosystem.innovationvictoria.com/companies/sumanurica,0,,
Summatix,Victoria,startup,commission,https://summatix.com.au/,early stage,1,health,Melbourne,"330 Collins Street, Melbourne, VIC 3000, AU",Medical informatics company that develops an open and scalable medical data cloud platform capable of integrating with any connected external medical device,https://www.linkedin.com/company/summatix/,https://ecosystem.innovationvictoria.com/companies/summatix,0,,
Summon,Victoria,startup,subscription;marketplace & ecommerce;manufacturing,http://summon.com.au,early stage,2-10,real estate;robotics,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Summon is a full concierge service for selling your car,https://www.linkedin.com/company/summon-cars/,https://ecosystem.innovationvictoria.com/companies/summon,0,,
Sundae Body,Victoria,startup,selling own inventory;manufacturing,http://sundaebody.com,early stage,11-50,wellness beauty,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Whipped foam body wash in dessert-inspired fragrances,https://www.linkedin.com/company/sundae-body/,https://ecosystem.innovationvictoria.com/companies/sundae_body,0,,
Sunday Gravy,Victoria,scaleup,,https://sundaygravy.com.au/,early stage,11-50,marketing,Melbourne,"Maddock Street, Windsor, Melbourne, City of Stonnington, Victoria, 3181, Australia","Blending strategy and creativity, risks of a brand going unnoticed are mitigated by infusing distinctiveness into every challenge",https://www.linkedin.com/company/sundaygravy/,https://ecosystem.innovationvictoria.com/companies/sunday_gravy,0,,
Sunlands Co.,Victoria,scaleup,commission;manufacturing,http://sunlandsco.com,early stage,,,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Scalable Long Duration Energy Storage,,https://ecosystem.innovationvictoria.com/companies/sunlands_co_,0,,
Sunpower Renewables,Victoria,startup,selling own inventory;manufacturing,https://srportables.com/,early stage,11-50,energy,Melbourne,"585, Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","An Australian renewable energy solutions company, has developed modern, efficient, and smart solar energy products that allow customers to achieve energy independence while being cost effective, long lasting and environmentally friendly",https://www.linkedin.com/company/sr-portables/,https://ecosystem.innovationvictoria.com/companies/sunpower_renewables,0,,
Sunset Lover,Victoria,startup,selling own inventory;marketplace & ecommerce,https://crestwell.au,early stage,1,fashion,Melbourne,"Bromham Place, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Sunset Lover is an Australian resort wear brand that was born to leave a zero footprint,,https://ecosystem.innovationvictoria.com/companies/sunset_lover,0,,
Supa,Victoria,startup,subscription,http://supanow.com,early stage,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Easily find the best super for you, without the hassle!",https://www.linkedin.com/company/supaa,https://ecosystem.innovationvictoria.com/companies/supa_2,0,,
Supacore,Victoria,startup,commission;marketplace & ecommerce,http://supacore.com,early stage,2-10,health;sports,Melbourne,"Kings Way, 3205 Melbourne, Australia","Offers Coretech® a patented technology that can assist with recovery and prevention of hamstring, groin and hip injuries and help pregnant women recover from pelvic instability and abdominal separation",https://www.linkedin.com/company/supacore/,https://ecosystem.innovationvictoria.com/companies/supacore,0,,
Super Simple Super Group,Victoria,startup,commission,https://superchoiceform.com.au,early stage,2-10,,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Digital superannuation choice forms accepted by all employers, supporting ethical and industry super funds",https://www.linkedin.com/company/superchoiceformhq/,https://ecosystem.innovationvictoria.com/companies/super_simple_super_group,0,,
SuperAPI,Victoria,startup,,https://superapi.com.au/,early stage,11-50,fintech,Gisborne,"The Willows, Gisborne, Shire of Macedon Ranges, Victoria, 3437, Australia",Make all your fetch APIs cacheable,https://www.linkedin.com/company/superapi-com-au/,https://ecosystem.innovationvictoria.com/companies/superapi,0,,
SUPERBOOST,Victoria,startup,selling own inventory,http://drinksuperboost.com,early stage,2-10,sports,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",,https://www.linkedin.com/company/drinksuperboost/,https://ecosystem.innovationvictoria.com/companies/superboost,0,,
SuperHouse Automation,Victoria,scaleup,,http://superhouse.tv,early stage,2-10,semiconductors,Melbourne,"Melbourne, Australia",SuperHouse Automation – Superpowers for you and your house!,,https://ecosystem.innovationvictoria.com/companies/superhouse_automation,0,,
SuperLocal,Victoria,startup,artificial intelligence;subscription;saas,https://www.joinsuperlocal.com/,early stage,,food,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",AI employee for your restaurant,,https://ecosystem.innovationvictoria.com/companies/superlocal_1,0,,
supermatt.ai,Victoria,startup,saas,http://supermatt.ai,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered customer engagement for the hospitality industry,https://www.linkedin.com/company/supermatt-ai/,https://ecosystem.innovationvictoria.com/companies/supermatt_ai,0,,
SuperSeeded,Victoria,startup,subscription;marketplace & ecommerce;saas,https://superseeded.ai,early stage,2-10,energy,Melbourne,"Elwood, Melbourne, City of Port Phillip, Victoria, 3184, Australia","A marketplace optimizing the greenlife supply chain for compliant, biodiverse, and profitable planting design and procurement by professionals",https://www.linkedin.com/company/superseeded/,https://ecosystem.innovationvictoria.com/companies/superseeded,0,,
Superstat,Victoria,startup,artificial intelligence;subscription;saas,https://superstatsport.com,early stage,2-10,sports,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Platform using AI to generate performance statistics from uploaded game footage,https://www.linkedin.com/company/superstat/,https://ecosystem.innovationvictoria.com/companies/superstat,0,,
Supp,Victoria,startup,mobile app,http://www.suppapp.com,breakout stage,51-200,jobs recruitment,Melbourne,"Fitzroy North, Melbourne, City of Yarra, Victoria, 3068, Australia",Rethinking how hospitality workers and hirers connect,https://www.linkedin.com/company/supp-app/,https://ecosystem.innovationvictoria.com/companies/supp_app,0,,
Supply'd,Victoria,startup,commission;subscription;saas;marketplace & ecommerce,http://supplyd.co,early stage,2-10,enterprise software,Melbourne,"Cranbourne West, Melbourne, City of Casey, Victoria, 3977, Australia","Enterprise Business System - Manage Inventory, Purchasing, Sales, Warehousing, Production, Reporting & More",https://www.linkedin.com/company/supply-d/,https://ecosystem.innovationvictoria.com/companies/supplyd,0,,
Support Fusion,Victoria,startup,subscription;saas,https://suppfusion.com,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",A zero-code platform that integrates helpdesk tickets between IT teams and Managed Service Providers,https://www.linkedin.com/company/support-fusion/,https://ecosystem.innovationvictoria.com/companies/support_fusion,1,,
SupportSorted,Victoria,startup,artificial intelligence;saas,https://supportsorted.com,early stage,2-10,health,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Platform streamlining NDIS provider matching for support coordinators with real-time availability insights,https://www.linkedin.com/company/valenia-ai/,https://ecosystem.innovationvictoria.com/companies/valenia,0,,
Supreme Technology & Energy Solutions Australia Pty. Ltd,Victoria,scaleup,,http://supremetechnology.com.au,early stage,2-10,travel,Melbourne,"Heath Drive, 3163 Melbourne, Australia","Test & Measurement Equipments, Instruments | Rent, Rentals, Hire, Lease",https://www.linkedin.com/company/supreme-technology-and-energy-solutions-australia-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/supreme_technology_energy_solutions_australia_pty_ltd,0,,
Surgical Billing Service,Victoria,scaleup,subscription,http://surgicalbillingservice.com,early stage,2-10,health,Melbourne,"Parkside Display Suite, Galada Avenue, Parkville, Melbourne, City of Melbourne, Victoria, 3031, Australia","Surgical Billing Service | Fast, Easy Medical Billing",https://www.linkedin.com/company/surgical-billing-service/,https://ecosystem.innovationvictoria.com/companies/surgical_billing_service,0,,
Surreal,Victoria,startup,commission;subscription;saas,http://surreal.live,early stage,11-50,music;enterprise software,Melbourne,"Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia",One-stop live entertainment management system for hospitality venues,https://www.linkedin.com/company/surrealhq/,https://ecosystem.innovationvictoria.com/companies/surreal_formerly_muso_,0,,
SurveyCompo,Victoria,startup,subscription;saas,http://surveycompo.com,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Developer-friendly web component for customizable JSON-driven surveys.,https://www.linkedin.com/company/surveycompo/,https://ecosystem.innovationvictoria.com/companies/surveycompo,0,,
Sustainable Choice,Victoria,startup,subscription;marketplace & ecommerce,https://sustainabilitytracker.com,early stage,2-10,food,Melbourne,"Melbourne, Australia",Sustainable Choice allows you to search and browse your favourite brands helping you make more sustainable choices when you shop,https://www.linkedin.com/company/sustainablechoice/,https://ecosystem.innovationvictoria.com/companies/sustainable_choice,0,,
Sustainable Fashion Ventures,Victoria,startup,selling own inventory;marketplace & ecommerce;manufacturing,https://www.sustainablefashionventures.com,early stage,2-10,fashion,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Sustainable Materials, Fast Fashion Models",https://www.linkedin.com/company/sustainable-fashion-ventures/,https://ecosystem.innovationvictoria.com/companies/sustainable_fashion_ventures,0,,
SVB Group,Victoria,scaleup,saas,http://www.svbgroup.com.au,early stage,2-10,enterprise software,Melbourne,"101, Collins Street, 3000 Melbourne, Australia",Owner and operator of a boutique organization. The company develops a platform that offers global price comparison of products,https://www.linkedin.com/company/svb-group/,https://ecosystem.innovationvictoria.com/companies/svb_group,0,,
Sven,Victoria,startup,subscription,http://sven.global,early stage,2-10,jobs recruitment,Melbourne,"600-602, St Kilda Road, Melbourne, City of Port Phillip, Victoria, 3004, Australia",People budget for and save money for a working holiday in australia,https://www.linkedin.com/company/svenglobal/,https://ecosystem.innovationvictoria.com/companies/sven,0,,
SwabTec,Victoria,startup,commission;manufacturing,https://swabtec.com/,early stage,1,food,Ballarat,"Mount Helen, Ballarat, City of Ballarat, Victoria, 3357, Australia","Saliva-based test for breeding worm-resistant sheep, enhancing livestock management with cost-effective solutions",https://www.linkedin.com/company/swabtec/,https://ecosystem.innovationvictoria.com/companies/swabtec,0,,
SWADE Medtech,Victoria,startup,manufacturing,,early stage,1,health,Melbourne,"333 Collins Street, Bligh Place, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",,https://www.linkedin.com/company/swademedtech/,https://ecosystem.innovationvictoria.com/companies/swade_medtech,0,,
Swap A Porter,Victoria,startup,,https://swapaporter.com/,early stage,1,fashion,,"Melbourne VIC, Australia","A community to swap clothes, anywhere, any time",https://www.linkedin.com/company/swap-a-porter/,https://ecosystem.innovationvictoria.com/companies/swap_a_porter,0,,
Swarm Systems,Victoria,startup,marketplace & ecommerce,http://www.swarmmobile.com.au,early stage,1,hosting,Melbourne,"Brighton, Melbourne, City of Bayside, Victoria, 3186, Australia",Swarm Systems - Smart Avatar Mobile Phones that communicate for you,https://www.linkedin.com/company/swarm-systems-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/swarm_systems_1,0,,
Swarm UAV,Victoria,scaleup,deep tech,http://swarmuav.com.au,early stage,,robotics,Melbourne,"3000 Melbourne, Australia",Commercial aerial cinematography services,,https://ecosystem.innovationvictoria.com/companies/swarm_uav,0,,
Sweethawk,Victoria,scaleup,subscription;saas,https://sweethawk.com/,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",SweetHawk is a specialist in building workflows for Zendesk,https://www.linkedin.com/company/sweethawk/,https://ecosystem.innovationvictoria.com/companies/sweethawk,0,,
Swezo,Victoria,startup,mobile app;commission;saas;marketplace & ecommerce,https://swezo.com.au,early stage,1,marketing,Bell Post Hill,"Fordview Crescent, Bell Post Hill, Geelong, City of Greater Geelong, Victoria, 3215, Australia","An online automotive marketplace that connects auto parts sellers, mechanics and car owners",,https://ecosystem.innovationvictoria.com/companies/swezo,0,,
Switch Legal,Victoria,scaleup,subscription,http://switchlegal.com.au,early stage,2-10,legal,Melbourne,"60, Cambridge Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Switch legal was founded in 2014 by a group of experienced it/ip lawyers who saw an opportunity to provide more cost effective and commercial legal services to the market,https://www.linkedin.com/company/switch-legal/,https://ecosystem.innovationvictoria.com/companies/switch_legal,0,,
Switchify,Victoria,startup,saas,https://switchify.com.au/,early stage,2-10,fintech;home living,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Facilitate a transaction between you and the providers for the provision of those services, products and/or goods",https://www.linkedin.com/company/switcheraustralia/,https://ecosystem.innovationvictoria.com/companies/switchify,0,,
swivel,Victoria,scaleup,selling own inventory,http://swivelx.com,early stage,2-10,health,Melbourne,"Melbourne, Australia","Swivelx, the world's most comprehensive online office ergonomic, health and wellbeing tool",https://www.linkedin.com/company/swivel-ergo/,https://ecosystem.innovationvictoria.com/companies/swivel_1_4,0,,
Symbiotech,Victoria,startup,subscription;saas,http://symbiotech.com,early stage,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",We leverage secure reliable wireless mesh connectivity to create better experiences and efficiencies in your Industrial Internet of Things projects,https://www.linkedin.com/company/symbiotech-au/,https://ecosystem.innovationvictoria.com/companies/symbiotech,0,,
Symex Labs,Victoria,startup,commission,https://symexlabs.com,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Provides reproductive healthcare,https://www.linkedin.com/company/symexlabs/,https://ecosystem.innovationvictoria.com/companies/symex_labs,0,,
Symphonics AI,Victoria,startup,advertising;saas,http://symphonics.ai,early stage,2-10,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-native engine for advertising audience and media curation.,https://www.linkedin.com/company/symphonicsai/,https://ecosystem.innovationvictoria.com/companies/symphonics_ai,0,,
Symphony3,Victoria,scaleup,saas,https://www.symphony3.com,early stage,11-50,marketing;enterprise software,Melbourne,"1/34 Queen St, Melbourne, Victoria 3000, AU",Create better customer experiences with our flexible platform.  Drive revenues and reduce costs by building outstanding digital services,https://www.linkedin.com/company/symphony3/,https://ecosystem.innovationvictoria.com/companies/symphony3,0,,
Symple Loans,Victoria,startup,commission;marketplace & ecommerce,https://www.sympleloans.com.au/,breakout stage,2-10,fintech,Melbourne,"Cubitt Street, 3121 Melbourne, Australia",Marketplace lending company built for Australians,https://www.linkedin.com/company/symple-loans/,https://ecosystem.innovationvictoria.com/companies/symple_loans,0,,
SyncEzy,Victoria,scaleup,saas,http://www.syncezy.com,early stage,11-50,enterprise software,Melbourne,"Casablanca Court, Marquands Corner, Truganina, Melbourne, City of Wyndham, Victoria, 3029, Australia",SyncEzy integrations applications using APIs and webhooks to fully automate business processes. We build Two way multilevel and on demand / trigger based integrations that mirror entire business processes,https://www.linkedin.com/company/syncezy/,https://ecosystem.innovationvictoria.com/companies/syncezy,3,,
Syncio,Victoria,startup,,http://syncio.co,early stage,11-50,marketing,Melbourne,"10-20 Gwynne St, Cremorne, Victoria 3121, AU",Syncio is Shopify app that allows multiple online stores to connect through real-time inventory sync,https://www.linkedin.com/company/syncio/,https://ecosystem.innovationvictoria.com/companies/syncio,1,,
SyncMynd,Victoria,startup,subscription,http://syncmynd.com,early stage,1,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","SyncMynd, the platform where entrepreneurs, freelancers and investors connect to create start-ups, through collaboration",https://www.linkedin.com/company/syncmynd-co/,https://ecosystem.innovationvictoria.com/companies/syncmynd,0,,
Syncordia,Victoria,scaleup,saas,http://www.syncordia.com.au,early stage,,education;enterprise software,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia","Developer of digital content technologies. The company offers digital publishing, content creation, development and management to publishers, authors, universities, higher education students, education industry and electronic publishing sector to man",,https://ecosystem.innovationvictoria.com/companies/syncordia_international,0,,
Syncrowin,Victoria,startup,artificial intelligence;subscription;saas,https://syncrowin.com.au,early stage,2-10,enterprise software,Melbourne,"Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","AI-driven industrial intelligence, transforming complex manufacturing data into actionable insights for smarter, greener operations",https://www.linkedin.com/company/syncrowin/,https://ecosystem.innovationvictoria.com/companies/syncrowin_software_solutions,0,,
Synergyspot,Victoria,startup,,http://synergyspot.pk,early stage,2-10,,Melbourne,"Keon Park, Platform 1, Keon Park, Reservoir, Melbourne, City of Darebin, Victoria, 3073, Australia",,https://www.linkedin.com/company/synergyspot/,https://ecosystem.innovationvictoria.com/companies/synergyspot,0,,
Syneroa,Victoria,startup,saas,https://syneroa.com/,early stage,,education,Melbourne,"Victoria Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Collaborative platform for student-driven innovation challenges,https://www.linkedin.com/company/syneroa/,https://ecosystem.innovationvictoria.com/companies/syneroa,0,,
Synfiction AI,Victoria,startup,artificial intelligence;advertising;saas,http://synfiction.ai,early stage,2-10,media,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered platform for hyper-realistic image and video generation,https://www.linkedin.com/company/synfiction-ai/,https://ecosystem.innovationvictoria.com/companies/synfiction_ai,0,,
Synk Consulting Group Pvt. Ltd.,Victoria,startup,commission;saas,http://synkpay.co,early stage,2-10,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Employer of Record services in India for tech teams, offering talent recruitment, automated payroll, benefits, and compliance management",https://www.linkedin.com/company/synk-consulting/,https://ecosystem.innovationvictoria.com/companies/synk_consulting_group_pvt_ltd_,0,,
Synquis - Project Management Software,Victoria,scaleup,subscription,http://synquis.com,early stage,2-10,energy,Melbourne,"3000 Melbourne, Australia",Enterprise-class ready to deploy operations & project management software,https://www.linkedin.com/company/synquis---project-management-software/,https://ecosystem.innovationvictoria.com/companies/synquis_project_management_software,0,,
SynQvest,Victoria,scaleup,,http://synqvest.com,early stage,1,fintech,Melbourne,"3187 Melbourne, Australia",Collective thinking and investment,https://www.linkedin.com/company/synchronised-investments-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/synqvest,0,,
Syntegrity Innovations,Victoria,scaleup,iot internetofthings;subscription;saas,,early stage,1,enterprise software,Melbourne,"3000 Melbourne, Australia",Cloud-enabled integration monitoring and governance products,https://www.linkedin.com/company/syntegrity-innovations-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/syntegrity_innovations,0,,
SYNthesis med chem,Victoria,scaleup,commission;manufacturing,http://synmedchem.com,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",,https://www.linkedin.com/company/syn-thesis-med-chem/,https://ecosystem.innovationvictoria.com/companies/synthesis_med_chem,0,,
SYNTHESIS RESEARCH PTY LTD,Victoria,scaleup,commission;manufacturing,http://synthesisres.com,early stage,2-10,health,Melbourne,"Exhibition Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Aculeus Therapeutics Announces New Head of Immunobiology,https://www.linkedin.com/company/synthesis-research/,https://ecosystem.innovationvictoria.com/companies/synthesis_research_pty_ltd,0,,
Synthrics,Victoria,startup,artificial intelligence;machine learning;natural language processing;subscription;saas,http://www.synthrics.com,early stage,2-10,enterprise software,Beaumaris,"Beaumaris, City of Bayside, Victoria, 3193, Australia",AI tender response and compliance platform for ANZ,https://www.linkedin.com/company/synthrics/,https://ecosystem.innovationvictoria.com/companies/synthrics,0,,
Syrup,Victoria,startup,saas,http://www.syrupapp.com,early stage,,enterprise software,,"Melbourne VIC, Australia",Creating software for organisations of the future,,https://ecosystem.innovationvictoria.com/companies/syrup_1,0,,
Systema AI,Victoria,scaleup,artificial intelligence;subscription;saas,http://systema.ai,early stage,2-10,marketing;enterprise software,Melbourne,"222, Exhibition Street, 3000 Melbourne, Australia",Systema ai artificial intelligence for commerce,http://www.linkedin.com/company/systema-ai,https://ecosystem.innovationvictoria.com/companies/systema_ai,0,,
Systemhub.,Victoria,startup,saas,http://systemhub.com,early stage,11-50,enterprise software,Melbourne,"3181 Melbourne, Australia",systemHUB | Simple SOP Software,https://www.linkedin.com/company/systemhub/,https://ecosystem.innovationvictoria.com/companies/systemhub_,0,,
Syte Book,Victoria,startup,saas,https://syte-book.vercel.app,early stage,,real estate,Geelong,"Geelong, City of Greater Geelong, Victoria, 3220, Australia",Platform for creating and sharing responsive e-books.,,https://ecosystem.innovationvictoria.com/companies/syte_book,0,,
T.M.J. Tutoring,Victoria,startup,,https://www.tmjtutoring.com/,breakout stage,51-200,education,Glen Iris,"Glen Iris, Wills Street, Glen Iris, Melbourne, City of Stonnington, Victoria, 3146, Australia","Human-first tutoring platform connecting families with trusted university mentors. Built by students, scaling support across Melbourne",https://www.linkedin.com/company/tmj-tutoring/,https://ecosystem.innovationvictoria.com/companies/t_m_j_tutoring,0,,
ta Partner,Victoria,startup,commission;saas,http://tapartner.io,early stage,2-10,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Community-driven recruitment platform connecting networks for referrals,https://www.linkedin.com/company/ta-partner/,https://ecosystem.innovationvictoria.com/companies/ta_partner,0,,
Tablo,Victoria,scaleup,,http://tablo.io,early stage,2-10,media,Melbourne,"Stewart Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Tablo - Write & Discover Great Stories,https://www.linkedin.com/company/tablo-publishing/,https://ecosystem.innovationvictoria.com/companies/tablo_publishing,1,,
Tachyon Systems,Victoria,startup,machine learning;deep tech;artificial intelligence;subscription;saas,http://www.tachyonsys.com.au/,early stage,1,enterprise software,Melbourne,"3000 Melbourne, Australia",Artificial intelligence-based rapid application development platform,https://www.linkedin.com/company/tachyon-systems/,https://ecosystem.innovationvictoria.com/companies/tachyon_systems,0,,
Tacklit,Victoria,startup,artificial intelligence;big data;machine learning;subscription;saas,https://www.tacklit.com/,early stage,11-50,health;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered platform streamlining mental health service delivery,https://www.linkedin.com/company/tacklit/,https://ecosystem.innovationvictoria.com/companies/tacklit,0,,
Tacticagear,Victoria,startup,selling own inventory;manufacturing,http://tacticagear.com,early stage,2-10,sports,Melbourne,"152, Elizabeth Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Multifunctional tools designed for everyday life, featuring compact and versatile solutions for outdoor and urban use",https://www.linkedin.com/company/tacticagear/,https://ecosystem.innovationvictoria.com/companies/tacticagear,0,,
Taggd,Victoria,scaleup,subscription,http://taggd.co,early stage,1,marketing,Melbourne,"3000 Melbourne, Australia",Transform UGC into focused endorsements for your products and value for your brand,https://www.linkedin.com/company/taggd/,https://ecosystem.innovationvictoria.com/companies/taggd,0,,
Tahlo,Victoria,startup,saas,http://www.tahlo.com.au,early stage,,enterprise software,Melbourne,"Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia","Design your own garments online, made to your liking in 10 days",,https://ecosystem.innovationvictoria.com/companies/tahlo,0,,
Tailored Resume,Victoria,startup,advertising,http://tailoredresume.ai,early stage,1,jobs recruitment,Melbourne,"Mickleham, Melbourne, City of Hume, Victoria, 3064, Australia",Our trusted AI Resume writer helps you craft an ATS-friendly resume,https://www.linkedin.com/company/tailoredresume-ai/,https://ecosystem.innovationvictoria.com/companies/tailored_resume,0,,
Talefin,Victoria,startup,subscription;saas,http://talefin.com,early stage,2-10,fintech,Melbourne,"The Commons, 3, Albert Coates Lane, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Tailored metrics and unbiased insights for better credit decisions,https://www.linkedin.com/company/talefin/,https://ecosystem.innovationvictoria.com/companies/talefin,0,,
TalentSwot,Victoria,startup,deep tech;machine learning;artificial intelligence,https://humancapitalcompany.com,early stage,2-10,jobs recruitment,Melbourne,"3000 Melbourne, Australia",TalentSwot Improve your workforce and drive efficiency,https://www.linkedin.com/company/human-capital-company/,https://ecosystem.innovationvictoria.com/companies/talentswot,0,,
Talisman,Victoria,startup,blockchain,https://talisman.xyz/,early stage,2-10,fintech,Melbourne,"Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia",Talisman is a community-owned wallet built for a multi-chain future,https://www.linkedin.com/company/talismanwallet/,https://ecosystem.innovationvictoria.com/companies/talisman1,0,,
Talked,Victoria,startup,subscription,http://talked.com.au,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Book online therapy sessions with qualified, Australian therapists",https://www.linkedin.com/company/talked-au/,https://ecosystem.innovationvictoria.com/companies/talked,0,,
Talkingbirth,Victoria,startup,,https://talkingbirth.com.au/,early stage,1,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Talkingbirth is an accessible Maternity Digital Platform, designed by two Midwives.  Talkingbirth is built on evidence based talking points covering conception and pregnancy, birth preparation and breastfeeding, including physical and emotional wellbeing",https://www.linkedin.com/company/talkingbirth/,https://ecosystem.innovationvictoria.com/companies/talkingbirth,0,,
TalkiPlay,Victoria,startup,,http://talkiplay.com,early stage,2-10,kids,Melbourne,"402, Collins Street, 3000 Melbourne, Australia",Real world language playground ,https://www.linkedin.com/company/talkiplayworld/,https://ecosystem.innovationvictoria.com/companies/talkiplay,0,,
Tallbob,Victoria,scaleup,subscription;saas,http://tallbob.com,early stage,11-50,enterprise software,Melbourne,"High Street, Prahran, Melbourne, City of Stonnington, Victoria, 3181, Australia",Tall Bob delivers mobile engagement solutions for SMS & MMS,https://www.linkedin.com/company/tall-bob/,https://ecosystem.innovationvictoria.com/companies/tallbob,3,,
Tally Group,Victoria,startup,subscription;saas,http://tally.co,breakout stage,2-10,enterprise software,Melbourne,"Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia","Leaders in custom cloud-based utility, billing and customer engagement software development with branches in Australia, New Zealand, USA, Japan, UAE and India",https://www.linkedin.com/company/futurex-technologies/,https://ecosystem.innovationvictoria.com/companies/futurex_technologies,4,,
Talomics,Victoria,startup,commission,,early stage,1,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Connecting the next generation of scientists and innovators with startups,https://www.linkedin.com/company/talomics/,https://ecosystem.innovationvictoria.com/companies/talomics,0,,
TALY Australia,Victoria,scaleup,subscription;saas,https://asktaly.com,early stage,2-10,jobs recruitment,Melbourne,"Brunswick West, Melbourne, City of Merri-bek, Victoria, 3055, Australia",Intelligent Personality Profiling Platform - we help make each people decision better than the last,https://www.linkedin.com/company/taly-australia/,https://ecosystem.innovationvictoria.com/companies/taly_australia,0,,
Tanggram,Victoria,startup,,http://www.tanggram.com,early stage,2-10,fintech,Melbourne,"31, Queen Street, 3000 Melbourne, Australia",Tanggram is an independent Fin-Tech financial services platform,https://www.linkedin.com/company/tanggram/,https://ecosystem.innovationvictoria.com/companies/tanggram,0,,
