Company name,Segment,Type,Website,Growth stage,Launch year,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Total funding (AUD),Status,Sponsor visa available,Hires international students
Next Level Collaboration,startup,subscription;saas,http://nextlevelcollaboration.com,early stage,2020,11-50,gaming;kids,Melbourne,"Melbourne, Australia",Games-based social skills programs for the neurodivergent community,https://www.linkedin.com/company/nextlevelcollaboration/,https://ecosystem.innovationvictoria.com/companies/next_level_collaboration,1,520001,operational,,
nexwave,startup,artificial intelligence;big data;saas,http://nexwave.com.au,early stage,2025,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",AI-native consulting for data and cloud transformation,https://www.linkedin.com/company/nexwavegroup/,https://ecosystem.innovationvictoria.com/companies/nexwave_1,1,,operational,,
Nimo Industries,startup,machine learning;mobile app;big data;artificial intelligence;subscription;saas,https://nimoindustries.com,early stage,2019,11-50,fintech;real estate,Melbourne,"Degani Bakery Cafe, 710, Collins Street, Batman's Hill, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","Online Lending Platform, delivered at scale in days not months",https://www.linkedin.com/company/nimoindustries/,https://ecosystem.innovationvictoria.com/companies/nimo_industries,2,100001,operational,,
Noisy Beast,scaleup,advertising,https://www.noisybeast.com/,breakout stage,2012,51-200,marketing,Melbourne,"114, Flinders Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Integrated creative agency amplifying brand voices through strategic communication and innovative marketing solutions,https://www.linkedin.com/company/noisy-beast/,https://ecosystem.innovationvictoria.com/companies/noisy_beast,8,,operational,,
Nomad Atomics,startup,deep tech;autonomous & sensor tech;quantum technologies;selling own inventory;manufacturing,https://www.nomadatomics.com/,early stage,2021,11-50,engineering and manufacturing equipment,Melbourne,"Nomad Atomics, 33-35, Elizabeth Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia","Developing innovative quantum sensors to change the game in mining, underground resources and navigation",https://www.linkedin.com/company/nomadatomics/,https://ecosystem.innovationvictoria.com/companies/nomad_atomics,5,18545455,operational,,
NXTGEN Industries,startup,manufacturing,http://nxtgenindustries.com.au,early stage,2019,2-10,robotics;transportation,Melbourne,"36, Hume Road, Laverton North, Melbourne, City of Wyndham, Victoria, 3026, Australia",Robotics and data intelligence solutions for autonomous fleet management and AI-powered inspections of railway infrastructure and rolling stock,https://www.linkedin.com/company/nxtgenindustries/,https://ecosystem.innovationvictoria.com/companies/nxtgen_industries,6,,operational,,
O3,startup,mobile app;subscription;saas,http://o3space.org,early stage,2024,11-50,media;enterprise software,Melbourne,"Queens Bridge Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",Redefining social networking by blending digital presence with physical coworking cafés,https://www.linkedin.com/company/o3workspace/,https://ecosystem.innovationvictoria.com/companies/o3_2,1,,operational,,
Ocean Software,,subscription,http://ocean.software,breakout stage,1993,51-200,health,Melbourne,"3000 Melbourne, Australia","Ocean Software designs, develops, and delivers Enterprise Software solutions for military, government, and corporate customers",https://www.linkedin.com/company/ocean-software/,https://ecosystem.innovationvictoria.com/companies/ocean_software,5,,operational,,
Officeworks,,marketplace & ecommerce,http://officeworks.com.au,early stage,,,,Melbourne,"Chadstone, Melbourne, City of Monash, Victoria, 3148, Australia",,https://www.linkedin.com/company/officeworks/,https://ecosystem.innovationvictoria.com/companies/officeworks_1,22,,operational,,
Oho,startup,artificial intelligence;big data;machine learning;subscription;saas,http://weareoho.com,early stage,2016,11-50,security;enterprise software,Melbourne,"Sussan, 672-674, Burke Road, Camberwell, Melbourne, City of Boroondara, Victoria, 3124, Australia",Automated safeguarding and credential verification platform,https://www.linkedin.com/company/weareoho/,https://ecosystem.innovationvictoria.com/companies/oho,2,2000001,operational,,
Online Education Services,scaleup,saas,http://www.oes.edu.au,late stage,2011,501-1000,education,Melbourne,"600, Saint Kilda Road, 3004 Melbourne, Australia","Provider of online education services. The companionway's online education services include online course design, student support, student support, online learning experience, marketing and recruitment, student life cycle management, remote workforce",https://www.linkedin.com/company/online-education-services/,https://ecosystem.innovationvictoria.com/companies/online_education_services,67,,operational,,
Oolio,startup,subscription;saas,http://oolio.com,breakout stage,2022,51-200,fintech,Melbourne,"William Street, West Melbourne, Melbourne, City of Melbourne, Victoria, 3003, Australia",,https://www.linkedin.com/company/oolio-au/,https://ecosystem.innovationvictoria.com/companies/oolio,8,,operational,,
Openlot.com.au,startup,big data;artificial intelligence;subscription;advertising;marketplace & ecommerce,http://www.openlot.com.au/,early stage,2019,11-50,real estate,Melbourne,"3000 Melbourne, Australia",One-stop-shop for the house & land search,https://www.linkedin.com/company/openlot-com-au/,https://ecosystem.innovationvictoria.com/companies/openlot_com_au,4,,operational,,
Operandio,startup,subscription;saas,http://operandio.com,early stage,2019,11-50,enterprise software,Melbourne,"Melbourne, Australia",Operandio helps you digitize processes & checklists so your business can perform at its best,http://www.linkedin.com/company/operandio,https://ecosystem.innovationvictoria.com/companies/operandio,2,,operational,,
Orikan,,commission;saas,http://orikan.com,early stage,1993,51-200,enterprise software,Melbourne,"30, Convention Centre Place, South Wharf, Melbourne, City of Melbourne, Victoria, 3006, Australia","PCI-DSS certified, highly secure and always dependable",https://www.linkedin.com/company/orikan/,https://ecosystem.innovationvictoria.com/companies/orikan,4,,acquired,,
Orivet,startup,subscription,https://www.orivet.com/,early stage,2021,11-50,wellness beauty,Melbourne,"3182 Melbourne, Australia",Genetic testing and personalized wellness plans for pets.,https://linkedin.com/company/orivet-genetics,https://ecosystem.innovationvictoria.com/companies/orivet,1,,operational,,
Orkestra Technologies,startup,subscription;saas,https://www.orkestra.energy/,early stage,2020,11-50,energy;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Reinventing feasibility analysis for grid-connected energy projects,https://www.linkedin.com/company/orkestraenergy/,https://ecosystem.innovationvictoria.com/companies/orkestra_technologies,1,3662727,operational,,
O’Brien Boiler Services,,manufacturing,http://obrien-energy.com.au,breakout stage,2000,51-200,energy,Melbourne,"Sunshine, Station Place, Sunshine, Melbourne, City of Brimbank, Victoria, 3020, Australia","O’Brien is the leading boiler supplier along with offering boiler repair, installation, maintenance and all",https://www.linkedin.com/company/o-brien-boiler-services/,https://ecosystem.innovationvictoria.com/companies/o_brien_boiler_services_pty_ltd,1,50000,operational,,
Pact Group,,selling own inventory;manufacturing,https://pactgroup.com,late stage,2002,501-1000,energy;marketing,Melbourne,"Building 3, 658 Church Street, Cremorne, Melbourne, Victoria 3121, AU","Global provider of innovative packaging, reuse and recycling solutions that drives circular economy practices by keeping valuable materials in circulation and reducing waste",https://www.linkedin.com/company/pact-group-holdings-ltd/?originalsubdomain=au,https://ecosystem.innovationvictoria.com/companies/pact_group,2,,acquired,,
PageUp,,deep tech;subscription;saas,http://www.pageuppeople.com/,early stage,1997,201-500,jobs recruitment;enterprise software,Melbourne,"91, William Street, Melbourne, Australia",A leading provider of talent management software,https://www.linkedin.com/company/pageup/,https://ecosystem.innovationvictoria.com/companies/pageup_people,9,15454545,acquired,,
PaperCut Software International,,subscription,http://papercut.com,breakout stage,1998,201-500,fintech,Melbourne,"Prospect Hill Road, Camberwell, Melbourne, City of Boroondara, Victoria, 3124, Australia",Print Management that saves the Earth,https://www.linkedin.com/company/papercut-software/,https://ecosystem.innovationvictoria.com/companies/papercut_software_international,8,,operational,,
Paragon Care,scaleup,commission,http://paragoncare.com.au,breakout stage,2008,201-500,health,Melbourne,"3179 Melbourne, Australia","Recognized as a leading provider of equipment, devices and consumables to the healthcare market",https://www.linkedin.com/company/paragon-care-group/,https://ecosystem.innovationvictoria.com/companies/paragon_care,12,,acquired,,
PassivEnergy PtyLtd,startup,commission;manufacturing,http://passivenergy.com.au,early stage,2016,2-10,energy,Melbourne,"214, Bay Street, Brighton, Melbourne, City of Bayside, Victoria, 3186, Australia",ESD Consultant | ESD Consultancy - PassivEnergy Pty Ltd,https://www.linkedin.com/company/passivenergyaus/,https://ecosystem.innovationvictoria.com/companies/passivenergy_ptyltd,1,,operational,,
Pathfindr,startup,artificial intelligence;commission;saas,https://pathfindr.ai,early stage,2024,11-50,enterprise software,Melbourne,"180, Flinders Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",AI accelerator for corporate training and capability,https://www.linkedin.com/company/pathfindr-ai/,https://ecosystem.innovationvictoria.com/companies/pathfindr1,1,,acquired,,
Patona,startup,subscription;saas,https://teamified.com,breakout stage,2020,51-200,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Helps businesses build remote teams,https://www.linkedin.com/company/teamified1/,https://ecosystem.innovationvictoria.com/companies/patona_2,1,,operational,,
Pay.com.au,startup,commission,https://Pay.com.au,breakout stage,2019,51-200,fintech,Melbourne,"Riddell Parade, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",Unified payments platform that rewards business payments,https://www.linkedin.com/company/pay-com-au/,https://ecosystem.innovationvictoria.com/companies/pay_com_au,15,29999999,operational,,
Pegasus International Group,scaleup,commission;manufacturing,https://bepegasus.com,early stage,2009,2-10,transportation,Melbourne,"Mount Waverley, Waverley Rail Trail, Mount Waverley, Melbourne, City of Monash, Victoria, 3149, Australia",The world's first truly drivable VOTL Flying Car that fits in your garage. No Runway Required,https://www.linkedin.com/company/pegasus-international-group/,https://ecosystem.innovationvictoria.com/companies/pegasus_international_group,1,198050,operational,,
PEXA,scaleup,subscription;saas,http://pexa.com.au,late stage,2010,501-1000,fintech;real estate,Melbourne,"Collins Street, Batman's Hill, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",Digital property exchange and settlement platform.,https://www.linkedin.com/company/pexa/,https://ecosystem.innovationvictoria.com/companies/property_exchange_australia_pexa_,14,,acquired,,
Pipelabs,startup,,http://pipelabs.com.au,early stage,2019,11-50,marketing,Melbourne,"Melbourne, Victoria 3000, AU",Pipelabs - Custom Software Melbourne,https://www.linkedin.com/company/pipelabs/,https://ecosystem.innovationvictoria.com/companies/pipelabs,1,,operational,,
Pivot Professional Learning,scaleup,subscription;saas,http://pivotpl.com,early stage,2014,11-50,education,Melbourne,"Russell Street, 3040 Melbourne, Australia","Pivot is the feedback platform for schools. Helping schools and systems improve teaching practice, student wellbeing and leadership with actionable, data-informed insights",https://www.linkedin.com/company/pivot-professional-learning/,https://ecosystem.innovationvictoria.com/companies/pivot_professional_learning,1,2899999,operational,,
Planet Innovation,scaleup,,http://www.planetinnovation.com,breakout stage,2009,201-500,health;robotics,Melbourne,"436, Elgar Road, Box Hill, Melbourne, City of Whitehorse, Victoria, 3128, Australia",Planet Innovation | Product Development & Commercialization,https://www.linkedin.com/company/planet-innovation-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/planet_innovation,2,20100001,operational,,
PlayHQ,startup,subscription,http://playhq.com,breakout stage,2018,51-200,sports,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Unified platform for managing community sport,https://www.linkedin.com/company/playhqsports/,https://ecosystem.innovationvictoria.com/companies/playhq,1,,operational,,
Plexus,scaleup,subscription;commission;saas,http://plexus.co,breakout stage,2011,51-200,legal;enterprise software,Melbourne,"Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Plexus | Transforming legal value,https://www.linkedin.com/company/plexus-legal/,https://ecosystem.innovationvictoria.com/companies/plexus_1_2,8,7650000,operational,,
Power Diary,scaleup,saas,https://zandahealth.com,breakout stage,2010,51-200,health;enterprise software,Melbourne,"Brighton, Melbourne, City of Bayside, Victoria, 3186, Australia",Practice Management Software to automate and simplify your health clinic,https://www.linkedin.com/company/zandahealth/,https://ecosystem.innovationvictoria.com/companies/powerdiary,1,,operational,,
Powersensor,startup,mobile app;selling own inventory;manufacturing,https://www.powersensor.com.au/,early stage,2021,2-10,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia","Providing real-time energy, solar and appliance data in a decentralised energy market",https://www.linkedin.com/company/powersensor/,https://ecosystem.innovationvictoria.com/companies/powersensor,2,,operational,,
Praemium,,subscription;saas,http://praemium.com,breakout stage,2001,201-500,fintech,Melbourne,"Optus Centre, 367, Collins Street, Melbourne, Southbank, Melbourne, City of Melbourne, Victoria, 3000, Australia",The platform for where you're going next · Remarkable technology & investment propositions for the next step of your journey,https://www.linkedin.com/company/praemium/,https://ecosystem.innovationvictoria.com/companies/praemium,12,,acquired,,
preezie,startup,machine learning;artificial intelligence,http://preezie.com,early stage,2017,11-50,marketing,Melbourne,"15, William Street, 3000 Melbourne, Australia",A retail experience platform. Empowering shopping experiences through individuality,https://www.linkedin.com/company/preezie/,https://ecosystem.innovationvictoria.com/companies/preezie,1,6559999,operational,,
Private Media,,,http://privatemedia.com.au,early stage,2003,11-50,media,Melbourne,"3000 Melbourne, Australia","Fiercely independent digital media company whose publications include crikey, smartcompany and the mandarin",https://www.linkedin.com/company/private-media/,https://ecosystem.innovationvictoria.com/companies/private_media,5,,operational,,
Propel Ventures,startup,,https://www.propelventures.com.au/,early stage,2017,,,Melbourne,"Hill Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",We offer a unique blend of software development and product strategy services to help you achieve unbeatable product success,,https://ecosystem.innovationvictoria.com/companies/propel_ventures,7,,operational,,
Prosessed,startup,artificial intelligence;subscription;saas,https://prosessed.ai,early stage,2023,11-50,food;enterprise software,Melbourne,"Clyde, Melbourne, City of Casey, Victoria, 3978, Australia",Document processing with AI-powered automation for enhanced efficiency and accuracy,https://www.linkedin.com/company/prosessed/,https://ecosystem.innovationvictoria.com/companies/prosessed_making_businesses_efficient,1,,operational,,
PURAU PTY LTD,startup,selling own inventory;manufacturing,http://purau.com.au,early stage,2020,2-10,wellness beauty,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","You may expect clearer skin, calmer insides and good feelings all over",https://www.linkedin.com/company/purau-health/,https://ecosystem.innovationvictoria.com/companies/purau_pty_ltd,1,257645,operational,,
QByte Studios,startup,advertising,http://qbytestudios.com,early stage,2024,11-50,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Indie game development studio for immersive experiences.,https://www.linkedin.com/company/qbyte-studios/,https://ecosystem.innovationvictoria.com/companies/qbyte_studios,3,,operational,,
QSIC,scaleup,subscription;saas,http://www.getqsic.com,breakout stage,2012,51-200,media;enterprise software,Melbourne,"18 - 28, Flockhart Street, Carlton & United Beverages Brewery, Abbotsford, Melbourne, City of Yarra, Victoria, 3121, Australia",We use music to analytically drive sales in business,https://www.linkedin.com/company/qsic/,https://ecosystem.innovationvictoria.com/companies/qsic,5,46936363,operational,,
Quest Payment Systems,,subscription;saas,http://questpaymentsystems.com,breakout stage,1991,51-200,fintech,Melbourne,"227 Burwood Rd, Hawthorn, VIC 3122, AU",All Australian technology company diverse and innovative end-to-end payment solutions to retailers and financial institutions both locally and abroad,https://www.linkedin.com/company/quest-payment-systems/,https://ecosystem.innovationvictoria.com/companies/quest_payment_systems,2,,operational,,
RateMyAgent,scaleup,commission;subscription;marketplace & ecommerce,http://ratemyagent.com.au,early stage,2014,51-200,real estate,Melbourne,"Balmain Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",Online platform that lists every real estate agent,https://www.linkedin.com/company/ratemyagent/,https://ecosystem.innovationvictoria.com/companies/ratemyagent,1,15818180,acquired,,
REA Group,,marketplace & ecommerce,http://rea-group.com,late stage,1995,1001-5000,real estate,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia","Digital property advertising, data, and finance solutions.",https://www.linkedin.com/company/rea-group/,https://ecosystem.innovationvictoria.com/companies/rea_group,57,,operational,,
ReadCloud,scaleup,,http://readcloud.com,early stage,2009,11-50,media,Melbourne,"284 Bay St, Brighton, Victoria 3186, AU",Social e-learning platform built for australian secondary schools,https://www.linkedin.com/company/readcloud/,https://ecosystem.innovationvictoria.com/companies/readcloud,1,,operational,,
Realm Investment House,scaleup,commission;saas,https://realminvestments.com.au,early stage,2012,11-50,fintech,Melbourne,"3000, Frankston - Flinders Road, Balnarring, Melbourne, Shire of Mornington Peninsula, Victoria, 3927, Australia",Outcome-oriented fund management delivering high returns through market intelligence and quantitative frameworks,https://www.linkedin.com/company/realm-investment-house/,https://ecosystem.innovationvictoria.com/companies/realm_investment_house,1,,operational,,
ReciMe,startup,mobile app;subscription;saas,https://www.recime.app/,early stage,2020,11-50,food,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",A mobile app making home cooking simple and fun for everyone,https://www.linkedin.com/company/recimeapp/,https://ecosystem.innovationvictoria.com/companies/recime_app,4,2000001,operational,,
Redenlab,startup,big data;deep learning;artificial intelligence,https://redenlab.com,early stage,2017,11-50,health,Melbourne,"3000 Melbourne, Australia",Redenlab’s digital speech platform supports the delivery of meaningful outcomes through the objective measurement of communication,https://www.linkedin.com/company/redenlab/,https://ecosystem.innovationvictoria.com/companies/redenlab,1,2500000,operational,,
RedZed,scaleup,commission;marketplace & ecommerce,http://redzed.com,breakout stage,2006,51-200,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Residential, commercial, and SMSF loans empowering small business owners and self-employed Australians",https://www.linkedin.com/company/redzedaustralia/,https://ecosystem.innovationvictoria.com/companies/redzed,5,,operational,,
Refr,startup,artificial intelligence;commission;saas;marketplace & ecommerce,http://refr.com.au,early stage,2024,2-10,health;enterprise software,Melbourne,"Montmorency, Melbourne, City of Banyule, Victoria, 3094, Australia","Enables allied health clinicians in Australia to generate Medicare-compliant referrals swiftly, enhancing patient care delivery",https://www.linkedin.com/company/refr-health/,https://ecosystem.innovationvictoria.com/companies/refr_1,2,,low-activity,,
Regis Aged Care,,,http://regis.com.au,late stage,1993,1001-5000,real estate,Melbourne,"3143 Melbourne, Australia",A leading private provider of quality residential aged care to older Australians,https://www.linkedin.com/company/regis-agedcare,https://ecosystem.innovationvictoria.com/companies/regis_aged_care,98,,acquired,,
Relectrify,scaleup,deep tech;subscription;selling own inventory;saas;manufacturing,http://relectrify.com,breakout stage,2015,51-200,energy,Melbourne,"Grosvenor Street, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",Relectrify creates affordable and sustainable energy storage by combining second-life batteries with advanced management technology,https://www.linkedin.com/company/relectrify/,https://ecosystem.innovationvictoria.com/companies/relectrify,2,53449088,operational,,
Relomate,startup,commission;subscription,https://relomate.co/,early stage,2020,2-10,travel;real estate,Melbourne,"243 Franklin St, Melbourne, Victoria 3000, AU",Relomate is a B2B platform for a holistic relocation journey,https://www.linkedin.com/company/relomate,https://ecosystem.innovationvictoria.com/companies/relomate,2,,operational,,
Render,scaleup,deep tech;big data;saas,https://rendernetworks.com/,early stage,2013,51-200,transportation;enterprise software,Melbourne,"Crescent Road, Glen Iris, Melbourne, City of Boroondara, Victoria, 3146, Australia",Render | A geospatial network deployment solution,https://www.linkedin.com/company/render-networks/,https://ecosystem.innovationvictoria.com/companies/render_1,3,20000000,acquired,,
Rendr Delivery,startup,mobile app;commission;marketplace & ecommerce,https://rendr.delivery/,early stage,2018,11-50,home living;transportation,Melbourne,"Donvale, Melbourne, City of Manningham, Victoria, 3111, Australia","Offers products in hardware, fashion homewares and so much more, all conveniently delivered directly home",https://www.linkedin.com/company/rendrdelivery/,https://ecosystem.innovationvictoria.com/companies/rendr_delivery,2,2100000,acquired,,
Restoke,startup,artificial intelligence,https://restoke.ai/,early stage,2020,11-50,food,Melbourne,"South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Restoke - Process automation and team management for Restaurants,https://www.linkedin.com/company/restoke-ai/,https://ecosystem.innovationvictoria.com/companies/restoke,3,5200001,operational,,
RightShip,,commission;saas,https://www.rightship.com/,breakout stage,2001,201-500,security;transportation,Melbourne,"20, Collins Street, 3000 Melbourne, Australia",The world's leading maritime risk management and environmental assessment organisation,https://www.linkedin.com/company/rightship/,https://ecosystem.innovationvictoria.com/companies/rightship,8,,operational,,
Robotic Marketer,startup,artificial intelligence;machine learning;advertising;saas,http://roboticmarketer.com,early stage,2016,11-50,marketing,Melbourne,"485, Malvern Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","Uses AI to quickly create comprehensive, results-driven marketing strategies for businesses and agencies",https://www.linkedin.com/company/robotic-marketer/,https://ecosystem.innovationvictoria.com/companies/robotic_marketer,1,1700000,operational,,
Roller,scaleup,commission;saas,http://www.roller.software,late stage,2011,201-500,event tech;enterprise software,Melbourne,"City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",An all-in-one software solution for leisure and entertainment venues,https://www.linkedin.com/company/roller/,https://ecosystem.innovationvictoria.com/companies/roller_2,13,198677001,operational,,
rome2rio,scaleup,commission;marketplace & ecommerce,http://rome2rio.com,early stage,2010,501-1000,travel,Melbourne,"Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia","Discover how to get anywhere by plane, train, bus, ferry and automobile",https://www.linkedin.com/company/rome2rio-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/rome2rio,1,4852727,acquired,,
RSEA,,,http://rsea.com.au,early stage,1993,201-500,fashion,Melbourne,"1601 Malvern Rd, Ground Floor, Glen Iris, Victoria 3146, AU","Specialist provider of workwear, personal and workplace safety and, hirer of road safety equipment",https://www.linkedin.com/company/rsea/,https://ecosystem.innovationvictoria.com/companies/rsea,7,,acquired,,
Rubicon Associates,scaleup,commission;manufacturing,http://rubiconassociates.com.au,early stage,2015,11-50,energy;transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Rubicon is an Australian maritime consulting engineering firm that provides a broad range of consulting, design, and engineering services",https://www.linkedin.com/company/rubicon-associates-pty--ltd-/,https://ecosystem.innovationvictoria.com/companies/rubicon_associates,1,30000,operational,,
RUBIX,scaleup,big data;commission;saas,https://www.rubix.com.au,early stage,2011,11-50,enterprise software,Melbourne,"360, Elizabeth Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",An Australian data software and services technology company,https://www.linkedin.com/company/wearerubix/,https://ecosystem.innovationvictoria.com/companies/rubix_5,5,,operational,,
Safety Champion Software,startup,,http://www.safetychampion.com.au,early stage,2016,11-50,legal,Melbourne,"Church Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Simple and affordable health and safety software for SMEs,https://www.linkedin.com/company/safety-champion-software/,https://ecosystem.innovationvictoria.com/companies/safety_champion_software,2,,operational,,
SALT LAB,scaleup,saas,https://www.saltlaboratory.com/,early stage,2014,2-10,health;enterprise software,Melbourne,"Taras Avenue, Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia","Clementine spent months on rigorous research and product development until she launched Salt Lab in 2015; an easy-to-use, 100% natural, vegan, effective Australian owned and made magnesium brand",https://www.linkedin.com/company/salt-lab-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/salt_lab,1,,acquired,,
Saphyroo,startup,artificial intelligence;commission;saas,http://saphyroo.com,early stage,2022,11-50,transportation,Melbourne,"Randor Street, Campbellfield, Melbourne, City of Hume, Victoria, 3061, Australia",Discover the future of Australian transport,https://www.linkedin.com/company/saphyroo/,https://ecosystem.innovationvictoria.com/companies/saphyroo,4,,operational,,
Sapyen,startup,commission;marketplace & ecommerce,https://sapyen.co,early stage,2021,11-50,health,Melbourne,"120, Spencer Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",At-Home Male Fertility Diagnostics,https://www.linkedin.com/company/sapyenco/,https://ecosystem.innovationvictoria.com/companies/sapyen,5,190001,operational,,
Say I do,startup,commission;saas,http://sayi.do,early stage,2016,2-10,event tech,Melbourne,"104 Victoria St, Melbourne, Victoria AU",Wedding website builder with an inbuilt RSVP system,https://www.linkedin.com/company/sayido-weddings/,https://ecosystem.innovationvictoria.com/companies/say_i_do,1,12500,operational,,
Scarlet & Sam,startup,selling own inventory;marketplace & ecommerce,http://scarletandsam.com,early stage,2021,2-10,fashion,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Timeless essentials and unique pieces for your capsule wardrobe, blending contemporary comfort with vintage inspiration",https://www.linkedin.com/company/scarletandsam/,https://ecosystem.innovationvictoria.com/companies/scarlet_sam,1,,operational,,
SeenCulture,startup,subscription;saas,http://seenculture.com,early stage,2022,2-10,enterprise software,Melbourne,"King Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","A platform for business leaders, enabling faster, better, and fairer decision-making through intelligence",https://www.linkedin.com/company/seenculture/,https://ecosystem.innovationvictoria.com/companies/seenculture,1,1340000,operational,,
SelfWealth,scaleup,commission,https://www.selfwealth.com.au/,early stage,2011,51-200,fintech,Melbourne,"130 Lonsdale, 130, Lonsdale Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia","Online community for investors, partnering to achieve a common purpose of better returns",https://www.linkedin.com/company/selfwealth/,https://ecosystem.innovationvictoria.com/companies/selfwealth,4,6645455,acquired,,
Seminal,startup,blockchain,https://seminalartistgroup.com,breakout stage,2019,51-200,legal;music,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Publish Intellectual Property on Seminal,https://www.linkedin.com/company/seminal-one/,https://ecosystem.innovationvictoria.com/companies/seminal,1,4999999,operational,,
Sen,,advertising,http://sen.com.au,early stage,2004,11-50,sports,Melbourne,"473 Swan Street, Richmond, VIC 3121, AU",1116 SEN - Melbourne's Home of Sport,https://www.linkedin.com/company/pacific-star-network/,https://ecosystem.innovationvictoria.com/companies/sen_1,9,,low-activity,,
Sensor Dynamics,,subscription;manufacturing,http://sensordynamics.com.au,early stage,2004,11-50,transportation,Melbourne,"9 Redland Drive, Mitcham, Victoria 3132, AU",Australia's Leading ANPR - Automatic Number Plate Recognition Provider,https://www.linkedin.com/company/sensor-dynamics,https://ecosystem.innovationvictoria.com/companies/sensor_dynamics,1,,operational,,
Service Central,,marketplace & ecommerce,http://servicecentral.com.au,early stage,2005,11-50,marketing,Melbourne,"188 Johnston Street, Collingwood, Victoria 3066, AU",Service Central is the Easy Way to Find Trades & Services!,https://www.linkedin.com/company/service-central-aust-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/service_central_aust_pty,2,,acquired,,
Settify,startup,artificial intelligence;subscription;saas,http://settify.com,early stage,2017,11-50,legal;marketing,Melbourne,"Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Highly personalised online client intake systems for Family Law, Probate, Estate Administration and Disputes",https://www.linkedin.com/company/settify/,https://ecosystem.innovationvictoria.com/companies/settify,4,,operational,,
SiSU Health,scaleup,big data;saas,http://sisuhealthgroup.com,early stage,2013,11-50,health,Melbourne,"Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia","We help ease the effects of lifestyle-related diseases on healthcare systems, through an accessible platform that helps people globally live a healthy life",https://www.linkedin.com/company/sisuhealthgroup/,https://ecosystem.innovationvictoria.com/companies/sisu_wellness_pty_ltd,3,2740963,operational,,
Sked Social,scaleup,saas,http://www.skedsocial.com,early stage,2013,2-10,enterprise software,Melbourne,"585, Little Collins Street, 3000 Melbourne, Australia",Provider of an Instagram profile management tool. The company offers enterprises and brands the ability to manage multiple Instagram accounts and schedule their Instagram posts without the need of logging into each account separately,https://www.linkedin.com/company/skedsocial/,https://ecosystem.innovationvictoria.com/companies/sked_social,1,,operational,,
Sleeping Duck,scaleup,selling own inventory;manufacturing,http://sleepingduck.com,breakout stage,2014,51-200,home living,Melbourne,"8 Carlton St, Prahran, Victoria 3181, AU","Manufacturing fully customizable mattresses, pillows and sheets",https://www.linkedin.com/company/sleepingduck/,https://ecosystem.innovationvictoria.com/companies/sleeping_duck,1,,operational,,
Smiling mind,scaleup,mobile app;subscription,https://www.smilingmind.com.au/,early stage,2012,11-50,education;kids,Melbourne,"55 Cromwell Street, Collingwood, Victoria 3067, AU","Unique web and app-based program, designed to help bring balance to peoples lives through modern meditation",https://www.linkedin.com/company/smiling-mind/,https://ecosystem.innovationvictoria.com/companies/smiling_mind,1,,operational,,
